animal_id,latitude,longitude,timestamp,is_anomaly,anomaly_type,distance,speed,direction,time_interval,speed_kmh,acceleration,direction_change,avg_speed_6h,avg_distance_6h,speed_std_6h,distance_std_6h,anomaly_score,anomaly_severity
ANIMAL_000,-1.2864851699317872,36.8220403868447,2025-10-21 11:37:48.692209,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1921744056279806,Medium
ANIMAL_000,-1.2868538171776875,36.821527872273094,2025-10-21 12:37:48.692209,False,0,70.18853618804036,0.01949681560778899,-2.194352447420843,3600.0,0.07018853618804037,0.01949681560778899,2.194352447420843,0.009748407803894495,35.09426809402018,0.013786330527811315,49.630789900120725,0.009622121167250974,Normal
ANIMAL_000,-1.2876023328558228,36.821059917031874,2025-10-21 13:37:48.692209,False,0,98.1510076982922,0.027264168805081167,-2.582865630316416,3600.0,0.0981510076982922,0.007767353197292177,0.388513182895573,0.015586994804290053,56.113181295444186,0.01404630731525532,50.56670633491915,0.019010588976694442,Normal
ANIMAL_000,-1.2877042386356419,36.81959327415054,2025-10-21 14:37:48.692209,False,0,163.43535638960478,0.04539871010822355,-1.6401671743899933,3600.0,0.1634353563896048,0.018134541303142383,0.9426984559264227,0.023039923630273428,82.94372506898434,0.018807368019044004,67.7065248685584,0.0592623368744532,Normal
ANIMAL_000,-1.2888577763024007,36.81995506945905,2025-10-21 15:37:48.692209,False,0,134.42536888369955,0.03734038024547209,2.8376697396430033,3600.0,0.13442536888369955,-0.008058329862751457,4.477836914032997,0.02590001495331316,93.24005383192738,0.017498240789675264,62.99366684283095,0.04684754025729437,Normal
ANIMAL_000,-1.287560904534064,36.81977495015117,2025-10-21 16:37:48.692209,False,0,145.58906571684892,0.04044140714356914,-0.1380046838635517,3600.0,0.1455890657168489,0.003101026898097048,2.975674423506555,0.028323580318355825,101.96488914608096,0.016738959318266185,60.26025354575827,0.07872331186460291,Normal
ANIMAL_000,-1.2856672097009663,36.8202915806878,2025-10-21 17:37:48.692209,False,0,218.26101651937216,0.060628060144270045,0.2663347729845496,3600.0,0.21826101651937216,0.020186653000700903,0.4043394568481013,0.0384282570090675,138.341725232643,0.014350547473337222,51.66197090401399,0.08054447712258506,Normal
ANIMAL_000,-1.28309849328998,36.82482436128153,2025-10-21 18:37:48.692209,True,human_proximity,579.218642634188,0.16089406739838555,1.0552238169775132,3600.0,0.579218642634188,0.1002660072541155,0.7888890439929637,0.061994465640833586,223.18007630700095,0.04967286818586043,178.82232546909754,-0.06717846957814555,Medium
ANIMAL_000,-1.2921681111467649,36.8308981715224,2025-10-21 19:37:48.692209,True,rapid_movement,1213.6584192015139,0.33712733866708716,2.551501578157534,3600.0,1.2136584192015138,0.1762332712687016,1.4962777611800206,0.11363832728450125,409.09797822420455,0.11901793377269552,428.46456158170395,-0.23088436707773152,Medium
ANIMAL_000,-1.2931121468420712,36.817414386550716,2025-10-21 20:37:48.692209,True,rapid_movement,1502.6180485031216,0.4173939023619782,-1.6406949298286944,3600.0,1.5026180485031215,0.08026656369489105,4.192196507986228,0.17563752599346039,632.2950935764574,0.16454406278719053,592.3586260338859,-0.273158210433026,Medium
ANIMAL_000,-1.287579599940861,36.82204159862115,2025-10-21 21:37:48.692209,True,0,801.9097895524036,0.22275271932011212,0.6965230341422558,3600.0,0.8019097895524037,-0.1946411830418661,2.33721796397095,0.20653958250590035,743.5424970212413,0.15015849049091679,540.5705657673005,-0.23698121971709618,Medium
ANIMAL_000,-1.287594324188062,36.8205840142668,2025-10-21 22:37:48.692209,True,0,162.0433328760604,0.045012036910016776,-1.5808977979957721,3600.0,0.1620433328760604,-0.17774068241009533,2.277420832138028,0.20730135413364167,746.2848748811099,0.1491555722619918,536.9600601431705,-0.19382244890481204,Medium
ANIMAL_000,-1.2893111927167116,36.819473460580056,2025-10-21 23:37:48.692209,True,0,227.3479039939436,0.06315219555387322,-2.5674361499105287,3600.0,0.22734790399394358,0.018140158643856444,0.9865383519147566,0.2077220433685755,747.7993561268718,0.14866188923660262,535.1828012517694,-0.16541611698987535,Medium
ANIMAL_000,-1.288040045050035,36.82170598271472,2025-10-22 00:37:48.692209,True,0,285.6097600571405,0.07933604446031679,1.0531978403104765,3600.0,0.28560976005714045,0.016183848906443574,3.6206339902210054,0.19412903954556407,698.8645423640306,0.15727890730901703,566.2040663124612,-0.16716281489040552,Medium
ANIMAL_000,-1.2865683942313326,36.82054285765637,2025-10-22 01:37:48.692209,True,0,208.55891976511853,0.057933033268088484,-0.6688314751816538,3600.0,0.20855891976511853,-0.02140301119222831,1.7220293154921302,0.1475966553123976,531.3479591246313,0.14750765085332976,531.0275430719871,-0.11154481166647023,Medium
ANIMAL_000,-1.2868693724296576,36.8221591281043,2025-10-22 02:37:48.692209,False,0,182.76606334883505,0.05076835093023196,1.7549052591430054,3600.0,0.18276606334883505,-0.007164682337856526,2.423736734324659,0.0864923967404399,311.3726282655836,0.06778689965112736,244.03283874405827,0.06833799823253178,Normal
ANIMAL_000,-1.2870364419908575,36.820936459093886,2025-10-22 03:37:48.692209,False,0,137.1839734403329,0.03810665928898136,-1.7065986150514234,3600.0,0.1371839734403329,-0.012661691641250597,3.461503874194429,0.055718053401918106,200.58499224690513,0.01461000789364509,52.596028417121616,0.11919329679801549,Normal
ANIMAL_000,-1.2879762783932471,36.82000403158289,2025-10-22 04:37:48.692209,False,sudden_stop,147.192625916317,0.04088684053231028,-2.360151652784762,3600.0,0.14719262591631702,0.002780181243328919,0.6535530377333385,0.055030520672300354,198.10987442028124,0.015295564924479536,55.06403372812564,0.10692897796759471,Normal
ANIMAL_000,-1.2851734753618487,36.82222231260855,2025-10-22 05:37:48.692209,False,human_proximity,397.418737921412,0.1103940938670589,0.669506303607247,3600.0,0.397418737921412,0.06950725333474861,3.029657956392009,0.06290417039116464,226.45501340819268,0.027557100741667395,99.20556267000225,0.07237035339770459,Normal
ANIMAL_000,-1.2866568158824607,36.82182101825669,2025-10-22 06:37:48.692209,False,0,170.8663066946797,0.04746286297074436,-2.8773829764371928,3600.0,0.1708663066946797,-0.06293123089631453,3.54688928004444,0.057591973476235896,207.3311045144492,0.02681820232409924,96.54552836675686,0.11946487683836488,Normal
ANIMAL_000,-1.2864705739562687,36.820758479150875,2025-10-22 07:37:48.692209,False,0,119.92084134181417,0.0333113448171706,-1.3972789279686524,3600.0,0.11992084134181417,-0.01415151815357376,1.4801040484685404,0.05348835873441626,192.55809144389846,0.028581373522221558,102.89294467999721,0.13094157250436483,Normal
ANIMAL_000,-1.288029193653017,36.82040536916778,2025-10-22 08:37:48.692209,False,0,177.70045514774776,0.04936123754104105,-2.918800526901219,3600.0,0.17770045514774777,0.016049892723870446,1.5215215989325668,0.053253839836217766,191.71382341038395,0.02861391009384089,103.0100763378268,0.13641302759632895,Normal
ANIMAL_000,-1.2859206861277546,36.821750853792835,2025-10-22 09:37:48.692209,False,0,278.1033717021724,0.07725093658393678,0.5679796225458147,3600.0,0.2781033717021724,0.027889699042895733,3.486780149447034,0.05977788605204367,215.20038978735718,0.028930343081005668,104.14923509162004,0.12299402432510342,Normal
ANIMAL_000,-1.2866749733928877,36.81883306960992,2025-10-22 10:37:48.692209,False,0,335.02947769440624,0.09306374380400173,-1.8237717198189018,3600.0,0.3350294776944062,0.01581280722006495,2.3917513423647163,0.06847403659732558,246.5065317503721,0.029940481871677246,107.78573473803777,0.11316024910001454,Normal
ANIMAL_000,-1.2880666213107999,36.82130156517594,2025-10-22 11:37:48.692209,False,0,315.03857054205207,0.08751071403945891,2.084145145961472,3600.0,0.3150385705420521,-0.005553029764542819,3.907916865780374,0.06466013995939225,232.77650385381205,0.024494861970177504,88.18150309263862,0.11425294055634155,Normal
ANIMAL_000,-1.2872833923281475,36.81955179931639,2025-10-22 12:37:48.692209,False,0,213.12276623798073,0.059200768399439094,-1.1499239491532076,3600.0,0.21312276623798074,-0.028309945640019818,3.2340690951146795,0.06661645753084137,239.8192471110289,0.02328556053030901,83.82801790911203,0.13339166669546665,Normal
ANIMAL_000,-1.2871926757335495,36.82147853075471,2025-10-22 13:37:48.692209,False,0,214.42609175909806,0.05956280326641613,1.523747917457252,3600.0,0.21442609175909808,0.00036203486697703596,2.6736718666104595,0.07099170060571562,255.5701221805762,0.017531421162471358,63.1131161848964,0.11628369282614776,Normal
ANIMAL_000,-1.2879149062961877,36.82094130005808,2025-10-22 14:37:48.692209,False,0,100.08087509506734,0.02780024308196315,-2.5020396300420873,3600.0,0.10008087509506734,-0.031762560184452976,4.025787547499339,0.06739820152920263,242.63352550512946,0.02390355327910982,86.05279180479495,0.11243686611979214,Normal
ANIMAL_000,-1.2885514549329034,36.820707693973254,2025-10-22 15:37:48.692209,False,0,75.39461997975421,0.02094294999437617,-2.7898641198559884,3600.0,0.07539461997975422,-0.00685729308758698,0.2878244898139011,0.0580135370976092,208.8487335513931,0.029629315702458366,106.66553652884977,0.09195363195597966,Normal
ANIMAL_000,-1.2855099379705464,36.82134109006527,2025-10-22 16:37:48.692209,False,0,345.4533723200138,0.09595927008889271,0.2053155791438472,3600.0,0.3454533723200138,0.07501632009451654,2.9951796989998356,0.0584961248117577,210.58604932232768,0.030329675440576628,109.18683158607551,0.07305898637357794,Normal
ANIMAL_000,-1.2885998263550673,36.8214099864598,2025-10-22 17:37:48.692209,False,0,343.6652678663047,0.09546257440730686,3.1192989744799062,3600.0,0.3436652678663047,-0.0004966956815858486,2.913983395336059,0.0598214348730657,215.35716554303647,0.03197992929557538,115.12774546407104,0.113025781443016,Normal
ANIMAL_000,-1.2886152827167467,36.82028850947205,2025-10-22 18:37:48.692209,False,0,124.68286009534602,0.03463412780426278,-1.5845776021370215,3600.0,0.12468286009534602,-0.06082844660304408,4.703876576616928,0.055726994773869644,200.6171811859307,0.03360657066974034,120.98365441106492,0.07759921558465788,Normal
ANIMAL_000,-1.287476939011199,36.821268142873876,2025-10-22 19:37:48.692209,False,0,166.97846622265465,0.04638290728407073,0.7106030983536475,3600.0,0.16697846622265464,0.011748779479807951,2.2951807004906692,0.053530345443478754,192.70924359652346,0.03373619686758584,121.45030872330871,0.13479373612557555,Normal
ANIMAL_000,-1.286408775218362,36.82026159235133,2025-10-22 20:37:48.692209,False,0,163.18046933746035,0.04532790814929454,-0.7557096580259391,3600.0,0.16318046933746036,-0.0010549991347761911,1.4663127563795868,0.05645162295470065,203.2258426369223,0.03176379552789015,114.34966390040422,0.13393028034014248,Normal
ANIMAL_000,-1.2884822484431209,36.81949828420292,2025-10-22 21:37:48.692209,False,0,245.6788030656237,0.06824411196267324,-2.7888583670467963,3600.0,0.24567880306562367,0.0229162038133787,2.0331487090208573,0.06433514994941682,231.60653981790054,0.026645789483629247,95.92484214106496,0.1286685196712849,Normal
ANIMAL_000,-1.2884428091571003,36.82346102040477,2025-10-22 22:37:48.692209,False,0,440.5465778933174,0.12237404941481039,1.5608441165301903,3600.0,0.4405465778933174,0.05412993745213715,4.349702483576987,0.0687376131704031,247.45540741345113,0.03406502390462884,122.63408605666358,0.03388037778129527,Normal
ANIMAL_000,-1.2880398456952926,36.819700002833166,2025-10-22 23:37:48.692209,False,0,420.49450647194925,0.11680402957554147,-1.4640613656183812,3600.0,0.4204945064719493,-0.005570019839268928,3.0249054821485712,0.07229452236510887,260.2602805143919,0.03826846347298653,137.7664685027513,0.059163287038453305,Normal
ANIMAL_000,-1.2868315356689382,36.81905884006731,2025-10-23 00:37:48.692209,False,0,152.09317050970745,0.04224810291936318,-0.48784849549886217,3600.0,0.15209317050970744,-0.07455592665617829,0.976212870119519,0.07356351821762559,264.8286655834521,0.03687057467169551,132.73406881810365,0.08493601175938936,Normal
ANIMAL_000,-1.2871483418098995,36.8204899805427,2025-10-23 01:37:48.692209,False,0,162.94879403789722,0.045263553899415894,1.7886493942903323,3600.0,0.16294879403789722,0.0030154509800527154,2.2764978897891943,0.07337695932018312,264.1570535526592,0.03703806130850464,133.3370207106165,0.1268903224397443,Normal
ANIMAL_000,-1.2860461314468485,36.82152234386899,2025-10-23 02:37:48.692209,False,0,167.90450134799605,0.046640139263332235,0.7526880609682373,3600.0,0.16790450134799606,0.0013765853639163411,1.0359613333220952,0.07359566450585607,264.94439222108184,0.036842668771082804,132.63360757589788,0.11599546085404278,Normal
ANIMAL_000,-1.2871972365206887,36.820862259323334,2025-10-23 03:37:48.692209,False,sudden_stop,147.53915183219894,0.040983097731166374,-2.620934910953123,3600.0,0.14753915183219896,-0.0056570415321658615,3.37362297192136,0.06905216213393826,248.5877836821777,0.039237714319435096,141.25577154996614,0.11543511541320772,Normal
ANIMAL_000,-1.2856993429825978,36.82158315069684,2025-10-23 04:37:48.692209,False,0,184.83485112511556,0.05134301420142099,0.44855172984484964,3600.0,0.18483485112511558,0.010359916470254617,3.0694866407979724,0.057213656265040026,205.96916255414408,0.029419313571605078,105.90952885777787,0.14194793143414014,Normal
ANIMAL_000,-1.2851678237059623,36.818577445769684,2025-10-23 05:37:48.692209,False,0,339.3218155206634,0.09425605986685094,-1.3957689869046928,3600.0,0.3393218155206634,0.04291304566542995,1.8443207167495423,0.053455661313591606,192.44038072892977,0.020316850012273045,73.14066004418233,0.09614867190403303,Normal
