animal_id,latitude,longitude,timestamp,is_anomaly,anomaly_type
ANIMAL_000,-1.2864851699317872,36.8220403868447,2025-11-02 06:58:17.337459,False,
ANIMAL_000,-1.2868538171776875,36.821527872273094,2025-11-02 07:58:17.337459,False,
ANIMAL_000,-1.2876023328558228,36.821059917031874,2025-11-02 08:58:17.337459,False,
ANIMAL_000,-1.2877042386356419,36.81959327415054,2025-11-02 09:58:17.337459,False,
ANIMAL_000,-1.2888577763024007,36.81995506945905,2025-11-02 10:58:17.337459,False,
ANIMAL_000,-1.287560904534064,36.81977495015117,2025-11-02 11:58:17.337459,False,
ANIMAL_000,-1.2856672097009663,36.8202915806878,2025-11-02 12:58:17.337459,False,
ANIMAL_000,-1.28309849328998,36.82482436128153,2025-11-02 13:58:17.337459,True,human_proximity
ANIMAL_000,-1.2921681111467649,36.8308981715224,2025-11-02 14:58:17.337459,True,rapid_movement
ANIMAL_000,-1.2931121468420712,36.817414386550716,2025-11-02 15:58:17.337459,True,rapid_movement
ANIMAL_000,-1.287579599940861,36.82204159862115,2025-11-02 16:58:17.337459,False,
ANIMAL_000,-1.287594324188062,36.8205840142668,2025-11-02 17:58:17.337459,False,
ANIMAL_000,-1.2893111927167116,36.819473460580056,2025-11-02 18:58:17.337459,False,
ANIMAL_000,-1.288040045050035,36.82170598271472,2025-11-02 19:58:17.337459,False,
ANIMAL_000,-1.2865683942313326,36.82054285765637,2025-11-02 20:58:17.337459,False,
ANIMAL_000,-1.2868693724296576,36.8221591281043,2025-11-02 21:58:17.337459,False,
ANIMAL_000,-1.2870364419908575,36.820936459093886,2025-11-02 22:58:17.337459,False,
ANIMAL_000,-1.2879762783932471,36.82000403158289,2025-11-02 23:58:17.337459,True,sudden_stop
ANIMAL_000,-1.2851734753618487,36.82222231260855,2025-11-03 00:58:17.337459,True,human_proximity
ANIMAL_000,-1.2866568158824607,36.82182101825669,2025-11-03 01:58:17.337459,False,
ANIMAL_000,-1.2864705739562687,36.820758479150875,2025-11-03 02:58:17.337459,False,
ANIMAL_000,-1.288029193653017,36.82040536916778,2025-11-03 03:58:17.337459,False,
ANIMAL_000,-1.2859206861277546,36.821750853792835,2025-11-03 04:58:17.337459,False,
ANIMAL_000,-1.2866749733928877,36.81883306960992,2025-11-03 05:58:17.337459,False,y
ANIMAL_000,-1.2880666213107999,36.82130156517594,2025-11-03 06:58:17.337459,False,
ANIMAL_000,-1.2872833923281475,36.81955179931639,2025-11-03 07:58:17.337459,False,
ANIMAL_000,-1.2871926757335495,36.82147853075471,2025-11-03 08:58:17.337459,False,
ANIMAL_000,-1.2879149062961877,36.82094130005808,2025-11-03 09:58:17.337459,False,
